#node1	node2	node1_string_internal_id	node2_string_internal_id	node1_external_id	node2_external_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
PSIP1	NCSTN	1857276	1847505	9606.ENSP00000370109	9606.ENSP00000294785	0	0	0	0	0	0.644	0	0	0.644
ACTR1A	MYH2	1855133	1843761	9606.ENSP00000358921	9606.ENSP00000245503	0	0	0	0	0.111	0.279	0	0.486	0.641
COL1A2	VWF	1847845	1844904	9606.ENSP00000297268	9606.ENSP00000261405	0	0	0	0	0	0.576	0	0.186	0.640
SLC17A6	PVALB	1845295	1842563	9606.ENSP00000263160	9606.ENSP00000216200	0	0	0	0	0	0	0	0.638	0.638
PGAM2	HK2	1847848	1847242	9606.ENSP00000297283	9606.ENSP00000290573	0	0	0	0	0.108	0	0	0.611	0.638
LAMP2	NCSTN	1860717	1847505	9606.ENSP00000408411	9606.ENSP00000294785	0	0	0	0	0	0.560	0	0.213	0.638
BACE1	APOE	1850057	1844127	9606.ENSP00000318585	9606.ENSP00000252486	0	0	0	0	0	0	0	0.633	0.633
CTSB	BACE1	1852546	1850057	9606.ENSP00000342070	9606.ENSP00000318585	0	0	0	0	0	0	0	0.628	0.628
LAMP1	SCARB2	1851571	1845639	9606.ENSP00000333298	9606.ENSP00000264896	0	0	0	0	0	0	0	0.628	0.628
ANXA2	FLT1	1853005	1846791	9606.ENSP00000346032	9606.ENSP00000282397	0	0	0	0	0	0.570	0	0.166	0.626
SNAPIN	EHD4	1854850	1842781	9606.ENSP00000357674	9606.ENSP00000220325	0	0	0	0	0	0	0	0.626	0.626
NRGN	PRKCG	1846899	1845356	9606.ENSP00000284292	9606.ENSP00000263431	0	0	0	0	0	0.576	0	0.150	0.624
PTPRC	FLT1	1854576	1846791	9606.ENSP00000356346	9606.ENSP00000282397	0	0	0	0	0	0.074	0	0.609	0.623
APP	TMEFF2	1846936	1846278	9606.ENSP00000284981	9606.ENSP00000272771	0	0	0	0	0	0.566	0	0.160	0.620
APP	APLP1	1846936	1842867	9606.ENSP00000284981	9606.ENSP00000221891	0	0	0	0.774	0	0.564	0	0.585	0.619
APLP2	APLP1	1845368	1842867	9606.ENSP00000263574	9606.ENSP00000221891	0	0	0	0.870	0	0.564	0	0.979	0.619
CPS1	RANBP6	1860357	1844706	9606.ENSP00000402608	9606.ENSP00000259569	0	0	0	0	0.618	0	0	0	0.618
LCP1	CAPG	1849816	1845429	9606.ENSP00000315757	9606.ENSP00000263867	0	0	0	0	0.073	0	0	0.602	0.615
MYH2	PVALB	1843761	1842563	9606.ENSP00000245503	9606.ENSP00000216200	0	0	0	0	0.066	0.211	0	0.518	0.614
SERPINE2	VPS29	1861176	1858515	9606.ENSP00000415786	9606.ENSP00000380795	0	0	0	0	0	0	0	0.612	0.612
LAMP2	CLCN7	1860717	1857566	9606.ENSP00000408411	9606.ENSP00000372193	0	0	0	0	0	0.576	0	0.124	0.612
B2M	AZGP1	1862817	1847350	9606.ENSP00000452780	9606.ENSP00000292401	0	0	0	0	0	0	0.360	0.416	0.610
NQO1	CALB2	1850182	1848963	9606.ENSP00000319788	9606.ENSP00000307508	0	0	0	0	0	0	0	0.609	0.609
NRXN1	SYT5	1859018	1853033	9606.ENSP00000385142	9606.ENSP00000346265	0	0	0	0	0	0.570	0	0.126	0.608
TMEM106B	GRN	1858415	1842222	9606.ENSP00000379901	9606.ENSP00000053867	0	0	0	0	0	0	0	0.608	0.608
SERPINE2	C4A	1861176	1859957	9606.ENSP00000415786	9606.ENSP00000396688	0	0	0	0	0	0	0	0.605	0.606
FAIM2	AQP1	1850401	1849386	9606.ENSP00000321951	9606.ENSP00000311165	0	0	0	0	0	0	0	0.606	0.606
RPL21	EEF1G	1853004	1851407	9606.ENSP00000346027	9606.ENSP00000331901	0	0	0	0	0.568	0	0	0.124	0.605
PRKCG	RAC2	1845356	1843949	9606.ENSP00000263431	9606.ENSP00000249071	0	0	0	0	0	0.302	0	0.455	0.603
HTRA1	COL1A1	1854928	1843064	9606.ENSP00000357980	9606.ENSP00000225964	0	0	0	0	0	0.571	0	0.112	0.602
NCSTN	U2AF1	1847505	1847292	9606.ENSP00000294785	9606.ENSP00000291552	0	0	0	0	0	0.602	0	0	0.602
RUNDC3A	GRN	1860879	1842222	9606.ENSP00000410862	9606.ENSP00000053867	0	0	0	0	0	0	0	0.601	0.601
PRKCD	RAC2	1851365	1843949	9606.ENSP00000331602	9606.ENSP00000249071	0	0	0	0	0	0.302	0	0.452	0.601
COL1A2	APP	1847845	1846936	9606.ENSP00000297268	9606.ENSP00000284981	0	0	0	0	0	0.576	0	0.089	0.597
SLC14A1	AQP1	1859506	1849386	9606.ENSP00000390637	9606.ENSP00000311165	0	0	0	0	0	0	0	0.596	0.596
NRXN1	SYT2	1859018	1854556	9606.ENSP00000385142	9606.ENSP00000356236	0	0	0	0	0	0.570	0	0.101	0.596
APP	APLP2	1846936	1845368	9606.ENSP00000284981	9606.ENSP00000263574	0	0	0	0.869	0	0.564	0	0.566	0.595
TMEM106B	ARL8A	1858415	1846235	9606.ENSP00000379901	9606.ENSP00000272217	0	0	0	0	0.088	0	0	0.572	0.593
PTPRC	LYZ	1854576	1844877	9606.ENSP00000356346	9606.ENSP00000261267	0	0	0	0	0.106	0	0	0.564	0.593
PRKCD	ITGB2	1851365	1848511	9606.ENSP00000331602	9606.ENSP00000303242	0	0	0	0	0	0.570	0	0.091	0.592
VPS33A	CTSD	1845926	1843439	9606.ENSP00000267199	9606.ENSP00000236671	0	0	0	0	0	0	0	0.590	0.591
CLCN6	OSTM1	1843404	1842359	9606.ENSP00000234488	9606.ENSP00000193322	0	0	0	0	0	0	0	0.590	0.590
LAMP1	VAMP7	1851571	1845189	9606.ENSP00000333298	9606.ENSP00000262640	0	0	0	0	0	0.110	0	0.556	0.588
SNAPIN	VAMP7	1854850	1845189	9606.ENSP00000357674	9606.ENSP00000262640	0	0	0	0	0	0	0	0.587	0.587
SPOCK3	SPOCK2	1853475	1850312	9606.ENSP00000349677	9606.ENSP00000321108	0	0	0	0.936	0	0.566	0	0.757	0.586
CNR1	PVALB	1855040	1842563	9606.ENSP00000358511	9606.ENSP00000216200	0	0	0	0	0	0	0	0.583	0.583
PSAP	BACE1	1858250	1850057	9606.ENSP00000378394	9606.ENSP00000318585	0	0	0	0	0.063	0.573	0	0	0.582
VWF	APOE	1844904	1844127	9606.ENSP00000261405	9606.ENSP00000252486	0	0	0	0	0	0	0	0.582	0.582
CALB2	SLC17A6	1848963	1845295	9606.ENSP00000307508	9606.ENSP00000263160	0	0	0	0	0	0	0	0.581	0.581
GSTM1	ALDH2	1849425	1844978	9606.ENSP00000311469	9606.ENSP00000261733	0	0	0	0	0	0	0	0.581	0.581
ICAM1	VTN	1845628	1843077	9606.ENSP00000264832	9606.ENSP00000226218	0	0	0	0	0	0	0	0.580	0.580
LAMP2	NPC1	1860717	1846078	9606.ENSP00000408411	9606.ENSP00000269228	0	0	0	0	0	0	0	0.580	0.580
CLU	VTN	1849761	1843077	9606.ENSP00000315130	9606.ENSP00000226218	0	0	0	0	0	0	0	0.580	0.580
B2M	PTPRC	1862817	1854576	9606.ENSP00000452780	9606.ENSP00000356346	0	0	0	0	0	0	0	0.580	0.580
ACTR1A	PVALB	1855133	1842563	9606.ENSP00000358921	9606.ENSP00000216200	0	0	0	0	0	0.212	0	0.487	0.578
ACTR1A	CALB2	1855133	1848963	9606.ENSP00000358921	9606.ENSP00000307508	0	0	0	0	0	0.212	0	0.487	0.578
STX12	STX7	1856019	1854689	9606.ENSP00000363054	9606.ENSP00000356918	0	0	0	0.942	0.076	0	0.540	0.860	0.578
ACTR1A	CALML3	1855133	1849775	9606.ENSP00000358921	9606.ENSP00000315299	0	0	0	0	0	0.212	0	0.487	0.578
RRAGC	VPS39	1855800	1850842	9606.ENSP00000362092	9606.ENSP00000326534	0	0	0	0	0	0	0	0.578	0.578
ITGB2	FERMT3	1848511	1846622	9606.ENSP00000303242	9606.ENSP00000279227	0	0	0	0	0.133	0.082	0	0.512	0.577
PRKCG	GABRA1	1845356	1842192	9606.ENSP00000263431	9606.ENSP00000023897	0	0	0	0	0	0.576	0	0	0.576
GAP43	PRKCD	1858122	1851365	9606.ENSP00000377372	9606.ENSP00000331602	0	0	0	0	0	0.576	0	0	0.576
PRKCD	GABRA1	1851365	1842192	9606.ENSP00000331602	9606.ENSP00000023897	0	0	0	0	0	0.576	0	0	0.576
FAIM2	DGKG	1850401	1845667	9606.ENSP00000321951	9606.ENSP00000265022	0	0	0	0	0	0	0	0.575	0.575
ITGB2	PRKCG	1848511	1845356	9606.ENSP00000303242	9606.ENSP00000263431	0	0	0	0	0	0.570	0	0.053	0.575
CALML3	MYH2	1849775	1843761	9606.ENSP00000315299	9606.ENSP00000245503	0	0	0	0	0	0.211	0	0.484	0.575
CALB2	MYH2	1848963	1843761	9606.ENSP00000307508	9606.ENSP00000245503	0	0	0	0	0	0.211	0	0.484	0.575
CD44	GPNMB	1860096	1857466	9606.ENSP00000398632	9606.ENSP00000371420	0	0	0	0	0	0	0	0.569	0.569
CTSB	APLP1	1852546	1842867	9606.ENSP00000342070	9606.ENSP00000221891	0	0	0	0	0	0	0	0.568	0.568
TPP1	CTSD	1848062	1843439	9606.ENSP00000299427	9606.ENSP00000236671	0	0	0	0	0	0	0	0.567	0.567
TOP3B	GRN	1853482	1842222	9606.ENSP00000349705	9606.ENSP00000053867	0	0	0	0	0	0.567	0	0	0.567
PRKCG	VTN	1845356	1843077	9606.ENSP00000263431	9606.ENSP00000226218	0	0	0	0	0	0.566	0	0.043	0.566
ICAM1	MIF	1845628	1842503	9606.ENSP00000264832	9606.ENSP00000215754	0	0	0	0	0	0	0	0.565	0.565
LAMP2	SCARB2	1860717	1845639	9606.ENSP00000408411	9606.ENSP00000264896	0	0	0	0	0	0	0	0.564	0.564
CYBA	APOE	1844952	1844127	9606.ENSP00000261623	9606.ENSP00000252486	0	0	0	0	0	0	0	0.564	0.564
NCSTN	APLP1	1847505	1842867	9606.ENSP00000294785	9606.ENSP00000221891	0	0	0	0	0	0	0	0.563	0.563
RAC2	MYH2	1843949	1843761	9606.ENSP00000249071	9606.ENSP00000245503	0	0	0	0	0	0.257	0	0.436	0.563
CD163	C1S	1853796	1851002	9606.ENSP00000352071	9606.ENSP00000328173	0	0	0	0	0	0	0	0.561	0.561
SNRPE	VIM	1860230	1842995	9606.ENSP00000400591	9606.ENSP00000224237	0	0	0	0	0	0	0	0.561	0.561
LAMP1	NPC1	1851571	1846078	9606.ENSP00000333298	9606.ENSP00000269228	0	0	0	0	0	0	0	0.560	0.560
ACTR1A	RAC2	1855133	1843949	9606.ENSP00000358921	9606.ENSP00000249071	0	0	0	0	0	0	0	0.559	0.559
ACTR1A	TUBA8	1855133	1851574	9606.ENSP00000358921	9606.ENSP00000333326	0	0	0	0	0	0.171	0	0.486	0.555
PRKCG	GFAP	1845356	1844225	9606.ENSP00000263431	9606.ENSP00000253408	0	0	0	0	0	0.551	0	0	0.551
PSIP1	U2AF1	1857276	1847292	9606.ENSP00000370109	9606.ENSP00000291552	0	0	0	0	0	0.548	0	0	0.548
PSAP	U2AF1	1858250	1847292	9606.ENSP00000378394	9606.ENSP00000291552	0	0	0	0	0	0.543	0	0	0.543
ITGAM	FLT1	1862188	1846791	9606.ENSP00000441691	9606.ENSP00000282397	0	0	0	0	0	0	0	0.540	0.540
ITGAM	APOE	1862188	1844127	9606.ENSP00000441691	9606.ENSP00000252486	0	0	0	0	0	0	0	0.539	0.539
GPNMB	ICAM1	1857466	1845628	9606.ENSP00000371420	9606.ENSP00000264832	0	0	0	0	0	0	0	0.538	0.538
DSP	LOR	1857096	1854862	9606.ENSP00000369129	9606.ENSP00000357731	0	0	0	0	0	0	0	0.534	0.534
FLT1	ICAM1	1846791	1845628	9606.ENSP00000282397	9606.ENSP00000264832	0	0	0	0	0	0	0	0.534	0.534
MSN	TMEFF2	1853976	1846278	9606.ENSP00000353408	9606.ENSP00000272771	0	0	0	0	0	0.532	0	0	0.532
LAMP2	CTSB	1860717	1852546	9606.ENSP00000408411	9606.ENSP00000342070	0	0	0	0	0.064	0	0	0.518	0.529
PTPRC	LAMP1	1854576	1851571	9606.ENSP00000356346	9606.ENSP00000333298	0	0	0	0	0	0	0	0.527	0.527
TMEM106B	ARL8B	1858415	1844443	9606.ENSP00000379901	9606.ENSP00000256496	0	0	0	0	0.113	0	0	0.486	0.524
CTSB	APLP2	1852546	1845368	9606.ENSP00000342070	9606.ENSP00000263574	0	0	0	0	0	0	0	0.522	0.522
STX7	LAMP1	1854689	1851571	9606.ENSP00000356918	9606.ENSP00000333298	0	0	0	0	0	0	0	0.519	0.519
CPS1	SGPL1	1860357	1855850	9606.ENSP00000402608	9606.ENSP00000362298	0	0	0	0	0.069	0.465	0	0.110	0.517
ITGAM	LAMP1	1862188	1851571	9606.ENSP00000441691	9606.ENSP00000333298	0	0	0	0	0	0	0	0.515	0.515
STX12	CTSD	1856019	1843439	9606.ENSP00000363054	9606.ENSP00000236671	0	0	0	0	0	0	0	0.515	0.515
ASPH	C1S	1857035	1851002	9606.ENSP00000368767	9606.ENSP00000328173	0	0	0	0	0	0	0	0.513	0.513
PLD3	DAGLB	1853368	1847818	9606.ENSP00000348901	9606.ENSP00000297056	0	0	0	0	0	0	0	0.510	0.510
NPC1	APOE	1846078	1844127	9606.ENSP00000269228	9606.ENSP00000252486	0	0	0	0	0	0	0	0.509	0.509
SERPINE2	APP	1861176	1846936	9606.ENSP00000415786	9606.ENSP00000284981	0	0	0	0	0	0	0	0.507	0.507
ITGAM	CD44	1862188	1860096	9606.ENSP00000441691	9606.ENSP00000398632	0	0	0	0	0	0	0	0.507	0.507
APOE	VTN	1844127	1843077	9606.ENSP00000252486	9606.ENSP00000226218	0	0	0	0	0	0	0	0.507	0.507
SNRPE	PVALB	1860230	1842563	9606.ENSP00000400591	9606.ENSP00000216200	0	0	0	0	0	0	0	0.506	0.506
HRNR	LOR	1854883	1854862	9606.ENSP00000357791	9606.ENSP00000357731	0	0	0	0	0	0	0	0.504	0.504
ITGAM	LYZ	1862188	1844877	9606.ENSP00000441691	9606.ENSP00000261267	0	0	0	0	0	0	0	0.504	0.504
RAN	EEF1G	1857999	1851407	9606.ENSP00000376176	9606.ENSP00000331901	0	0	0	0	0.504	0	0	0	0.504
APOE	CTSD	1844127	1843439	9606.ENSP00000252486	9606.ENSP00000236671	0	0	0	0	0	0	0	0.502	0.502
NCSTN	APOE	1847505	1844127	9606.ENSP00000294785	9606.ENSP00000252486	0	0	0	0	0	0	0	0.502	0.502
HCLS1	RAC2	1850213	1843949	9606.ENSP00000320176	9606.ENSP00000249071	0	0	0	0	0	0	0	0.500	0.501
FLT1	APLP2	1846791	1845368	9606.ENSP00000282397	9606.ENSP00000263574	0	0	0	0	0	0.077	0	0.481	0.500
SST	SLC17A6	1847077	1845295	9606.ENSP00000287641	9606.ENSP00000263160	0	0	0	0	0	0	0	0.500	0.499
ITM2B	SERINC3	1856892	1844360	9606.ENSP00000367828	9606.ENSP00000255175	0	0	0	0	0.080	0	0	0.468	0.489
IGSF9B	IGSF8	1849998	1849891	9606.ENSP00000317980	9606.ENSP00000316664	0	0	0	0	0	0	0	0.485	0.485
MDK	RAC2	1853909	1843949	9606.ENSP00000352852	9606.ENSP00000249071	0	0	0	0	0	0	0	0.486	0.485
RPL21	VAT1L	1853004	1848493	9606.ENSP00000346027	9606.ENSP00000303129	0	0	0	0	0	0	0	0.485	0.485
ICAM1	TIMP2	1845628	1845213	9606.ENSP00000264832	9606.ENSP00000262768	0	0	0	0	0	0	0	0.476	0.476
PTPRC	APOE	1854576	1844127	9606.ENSP00000356346	9606.ENSP00000252486	0	0	0	0	0	0	0	0.472	0.472
APOE	APLP1	1844127	1842867	9606.ENSP00000252486	9606.ENSP00000221891	0	0	0	0	0	0	0	0.472	0.472
CTSB	TIMP2	1852546	1845213	9606.ENSP00000342070	9606.ENSP00000262768	0	0	0	0	0	0	0	0.472	0.472
SDC4	VTN	1855743	1843077	9606.ENSP00000361818	9606.ENSP00000226218	0	0	0	0	0	0	0	0.471	0.471
RPL21	LYZ	1853004	1844877	9606.ENSP00000346027	9606.ENSP00000261267	0	0	0	0	0	0	0	0.471	0.471
GPNMB	PTPRC	1857466	1854576	9606.ENSP00000371420	9606.ENSP00000356346	0	0	0	0	0	0	0	0.471	0.471
ANXA4	S100A13	1858179	1852863	9606.ENSP00000377833	9606.ENSP00000344822	0	0	0	0	0	0	0	0.469	0.469
VAMP1	SYT2	1858381	1854556	9606.ENSP00000379602	9606.ENSP00000356236	0	0	0	0	0	0.107	0	0.424	0.463
ACTR1A	ARPC1B	1855133	1844155	9606.ENSP00000358921	9606.ENSP00000252725	0	0	0	0	0	0.298	0	0.262	0.460
CDH13	TMEFF2	1860733	1846278	9606.ENSP00000408632	9606.ENSP00000272771	0	0	0	0	0	0	0	0.459	0.459
EDIL3	VTN	1847762	1843077	9606.ENSP00000296591	9606.ENSP00000226218	0	0	0	0	0	0	0	0.459	0.459
ICAM1	CYBA	1845628	1844952	9606.ENSP00000264832	9606.ENSP00000261623	0	0	0	0	0	0	0	0.459	0.459
ITGB2	VWF	1848511	1844904	9606.ENSP00000303242	9606.ENSP00000261405	0	0	0	0	0	0	0	0.459	0.459
B2M	ITGAM	1862817	1862188	9606.ENSP00000452780	9606.ENSP00000441691	0	0	0	0	0	0	0	0.459	0.459
COL25A1	BACE1	1858694	1850057	9606.ENSP00000382083	9606.ENSP00000318585	0	0	0	0	0	0	0	0.458	0.457
ITGB2	VTN	1848511	1843077	9606.ENSP00000303242	9606.ENSP00000226218	0	0	0	0	0	0	0	0.457	0.457
TIMP2	APOE	1845213	1844127	9606.ENSP00000262768	9606.ENSP00000252486	0	0	0	0	0	0	0	0.456	0.456
TOLLIP	ABCB6	1849729	1845723	9606.ENSP00000314733	9606.ENSP00000265316	0	0	0	0	0	0.456	0	0	0.456
VPS29	VPS16	1858515	1857223	9606.ENSP00000380795	9606.ENSP00000369810	0	0	0	0	0	0	0	0.454	0.454
IGSF9B	C1QB	1849998	1849670	9606.ENSP00000317980	9606.ENSP00000313967	0	0	0	0	0	0	0	0.451	0.451
FLT1	TIMP2	1846791	1845213	9606.ENSP00000282397	9606.ENSP00000262768	0	0	0	0	0	0	0	0.450	0.450
CNR1	CALB2	1855040	1848963	9606.ENSP00000358511	9606.ENSP00000307508	0	0	0	0	0	0	0	0.450	0.450
HK2	HEXB	1847242	1844907	9606.ENSP00000290573	9606.ENSP00000261416	0	0	0	0	0	0.421	0	0.086	0.448
RIMS3	CALB2	1855733	1848963	9606.ENSP00000361768	9606.ENSP00000307508	0	0	0	0	0	0	0	0.444	0.444
STX8	CTSD	1848716	1843439	9606.ENSP00000305255	9606.ENSP00000236671	0	0	0	0	0	0.111	0	0.399	0.442
PTPRC	RAC2	1854576	1843949	9606.ENSP00000356346	9606.ENSP00000249071	0	0	0	0	0.126	0.110	0	0.339	0.441
GPC4	VTN	1855357	1843077	9606.ENSP00000359864	9606.ENSP00000226218	0	0	0	0	0	0	0	0.440	0.440
TIMP2	COL1A1	1845213	1843064	9606.ENSP00000262768	9606.ENSP00000225964	0	0	0	0	0	0	0	0.440	0.440
CLCN3	CTSD	1844928	1843439	9606.ENSP00000261514	9606.ENSP00000236671	0	0	0	0	0	0	0	0.440	0.440
ITGB5	VTN	1847692	1843077	9606.ENSP00000296181	9606.ENSP00000226218	0	0	0	0	0	0	0	0.440	0.440
ANXA4	APOE	1858179	1844127	9606.ENSP00000377833	9606.ENSP00000252486	0	0	0	0	0	0	0	0.438	0.439
CTHRC1	COL1A1	1851265	1843064	9606.ENSP00000330523	9606.ENSP00000225964	0	0	0	0	0	0	0	0.439	0.439
SYT11	AIMP2	1854780	1842954	9606.ENSP00000357307	9606.ENSP00000223029	0	0	0	0	0	0	0	0.438	0.438
EEF1G	PGAM2	1851407	1847848	9606.ENSP00000331901	9606.ENSP00000297283	0	0	0	0	0.437	0	0	0	0.437
CPS1	FLT1	1860357	1846791	9606.ENSP00000402608	9606.ENSP00000282397	0	0	0	0	0	0.101	0	0.399	0.436
VAMP7	CTSD	1845189	1843439	9606.ENSP00000262640	9606.ENSP00000236671	0	0	0	0	0	0.081	0	0.411	0.435
CLCN7	TPP1	1857566	1848062	9606.ENSP00000372193	9606.ENSP00000299427	0	0	0	0	0	0	0	0.435	0.435
LAMP2	VAMP7	1860717	1845189	9606.ENSP00000408411	9606.ENSP00000262640	0	0	0	0	0	0.094	0	0.399	0.432
PSAP	HEXA	1858250	1845991	9606.ENSP00000378394	9606.ENSP00000268097	0	0	0	0	0.065	0	0	0.417	0.431
HTRA1	APOE	1854928	1844127	9606.ENSP00000357980	9606.ENSP00000252486	0	0	0	0	0	0.100	0	0.394	0.431
APOE	GRN	1844127	1842222	9606.ENSP00000252486	9606.ENSP00000053867	0	0	0	0	0	0	0	0.428	0.428
ITGAM	LTF	1862188	1843303	9606.ENSP00000441691	9606.ENSP00000231751	0	0	0	0	0	0	0	0.427	0.427
COL1A1	VIM	1843064	1842995	9606.ENSP00000225964	9606.ENSP00000224237	0	0	0	0	0.076	0	0	0.405	0.427
LAMP2	STX7	1860717	1854689	9606.ENSP00000408411	9606.ENSP00000356918	0	0	0	0	0	0	0	0.424	0.424
TAGLN2	IGSF9B	1854730	1849998	9606.ENSP00000357075	9606.ENSP00000317980	0	0	0	0	0	0	0	0.425	0.424
LAMP2	PTPRC	1860717	1854576	9606.ENSP00000408411	9606.ENSP00000356346	0	0	0	0	0	0	0	0.422	0.422
B2M	C1QB	1862817	1849670	9606.ENSP00000452780	9606.ENSP00000313967	0	0	0	0	0	0	0	0.418	0.418
FLT1	VTN	1846791	1843077	9606.ENSP00000282397	9606.ENSP00000226218	0	0	0	0	0	0	0	0.419	0.418
HBG1	AQP1	1850918	1849386	9606.ENSP00000327431	9606.ENSP00000311165	0	0	0	0	0	0	0	0.417	0.417
SCARB2	CTSD	1845639	1843439	9606.ENSP00000264896	9606.ENSP00000236671	0	0	0	0	0	0	0	0.417	0.416
APOE	MIF	1844127	1842503	9606.ENSP00000252486	9606.ENSP00000215754	0	0	0	0	0	0	0	0.417	0.416
GRM2	PVALB	1858262	1842563	9606.ENSP00000378492	9606.ENSP00000216200	0	0	0	0	0	0	0	0.416	0.416
CLU	CTSD	1849761	1843439	9606.ENSP00000315130	9606.ENSP00000236671	0	0	0	0	0	0	0	0.416	0.416
GABRA5	SPOCK2	1851869	1850312	9606.ENSP00000335592	9606.ENSP00000321108	0	0	0	0	0	0	0	0.414	0.415
ITGAM	ITGB5	1862188	1847692	9606.ENSP00000441691	9606.ENSP00000296181	0	0	0	0	0	0	0.360	0.124	0.415
PTN	FLNC	1852422	1850897	9606.ENSP00000341170	9606.ENSP00000327145	0	0	0	0	0	0	0	0.414	0.414
LYZ	CTSD	1844877	1843439	9606.ENSP00000261267	9606.ENSP00000236671	0	0	0	0	0	0	0	0.414	0.414
MSN	ANXA2	1853976	1853005	9606.ENSP00000353408	9606.ENSP00000346032	0	0	0	0	0	0	0	0.415	0.414
SCARB2	APOE	1845639	1844127	9606.ENSP00000264896	9606.ENSP00000252486	0	0	0	0	0	0	0	0.414	0.414
ITGAM	VTN	1862188	1843077	9606.ENSP00000441691	9606.ENSP00000226218	0	0	0	0	0	0	0	0.414	0.414
GPNMB	NCSTN	1857466	1847505	9606.ENSP00000371420	9606.ENSP00000294785	0	0	0	0	0	0	0	0.415	0.414
ITGAM	C1QA	1862188	1856156	9606.ENSP00000441691	9606.ENSP00000363773	0	0	0	0	0	0	0	0.413	0.413
GRM2	CALB2	1858262	1848963	9606.ENSP00000378492	9606.ENSP00000307508	0	0	0	0	0	0	0	0.413	0.413
NRXN3	ALDH2	1852100	1844978	9606.ENSP00000338349	9606.ENSP00000261733	0	0	0	0	0	0	0	0.412	0.412
GRM2	SLC17A6	1858262	1845295	9606.ENSP00000378492	9606.ENSP00000263160	0	0	0	0	0	0	0	0.413	0.412
LCP1	MYH2	1849816	1843761	9606.ENSP00000315757	9606.ENSP00000245503	0	0	0	0	0	0.105	0	0.369	0.411
TAGLN2	ANXA2	1854730	1853005	9606.ENSP00000357075	9606.ENSP00000346032	0	0	0	0	0.089	0	0	0.381	0.411
ITGAM	C4A	1862188	1859957	9606.ENSP00000441691	9606.ENSP00000396688	0	0	0	0	0	0	0	0.410	0.410
ITGB2	RAC2	1848511	1843949	9606.ENSP00000303242	9606.ENSP00000249071	0	0	0	0	0.095	0	0	0.375	0.410
MSN	RAC2	1853976	1843949	9606.ENSP00000353408	9606.ENSP00000249071	0	0	0	0	0	0.094	0	0.375	0.409
CTSB	CLU	1852546	1849761	9606.ENSP00000342070	9606.ENSP00000315130	0	0	0	0	0	0	0	0.408	0.408
CTSB	NCSTN	1852546	1847505	9606.ENSP00000342070	9606.ENSP00000294785	0	0	0	0	0	0	0	0.409	0.408
CLU	CALB2	1849761	1848963	9606.ENSP00000315130	9606.ENSP00000307508	0	0	0	0	0	0	0	0.406	0.406
NRGN	PVALB	1846899	1842563	9606.ENSP00000284292	9606.ENSP00000216200	0	0	0	0	0	0	0	0.406	0.406
GPNMB	VWF	1857466	1844904	9606.ENSP00000371420	9606.ENSP00000261405	0	0	0	0	0	0	0	0.405	0.405
PTN	FLT1	1852422	1846791	9606.ENSP00000341170	9606.ENSP00000282397	0	0	0	0	0	0	0	0.405	0.405
RAN	EHD4	1857999	1842781	9606.ENSP00000376176	9606.ENSP00000220325	0	0	0	0	0.090	0	0	0.371	0.403
LAMP1	OSTM1	1851571	1842359	9606.ENSP00000333298	9606.ENSP00000193322	0	0	0	0	0	0.149	0	0.326	0.402
MDK	FLT1	1853909	1846791	9606.ENSP00000352852	9606.ENSP00000282397	0	0	0	0	0	0	0	0.401	0.401
MYH2	COL1A1	1843761	1843064	9606.ENSP00000245503	9606.ENSP00000225964	0	0	0	0	0.095	0	0	0.365	0.401
CLCN7	LAMP1	1857566	1851571	9606.ENSP00000372193	9606.ENSP00000333298	0	0	0	0	0	0	0	0.400	0.400
