Checked,Master,Accession,Description,Coverage,# Peptides,# PSMs,# Unique Peptides,# Protein Groups,# AAs,MW [kDa],calc. pI,"Found in Sample: [S1] F1: 126, Sample, n/a","Found in Sample: [S2] F1: 127, Sample, APPPS1_SPR1","Found in Sample: [S3] F1: 128, Sample, APPPS1_SPR2","Found in Sample: [S4] F1: 129, Sample, APPPS1_NPR1","Found in Sample: [S5] F1: 130, Sample, APPPS1_NPR2","Found in Sample: [S6] F1: 131, Sample, WT_CONTROL",Abundance Ratio: (APPPS1_SPR1) / (APPPS1_NPR1),Abundance Ratio: (APPPS1_SPR2) / (APPPS1_NPR2),Abundance Ratio: (APPPS1_NPR1) / (WT_CONTROL),Abundance Ratio: (APPPS1_NPR2) / (WT_CONTROL),"Abundances (Normalized): F1: 126, Sample, n/a","Abundances (Normalized): F1: 127, Sample, APPPS1_SPR1","Abundances (Normalized): F1: 128, Sample, APPPS1_SPR2","Abundances (Normalized): F1: 129, Sample, APPPS1_NPR1","Abundances (Normalized): F1: 130, Sample, APPPS1_NPR2","Abundances (Normalized): F1: 131, Sample, WT_CONTROL",emPAI,# Razor Peptides,Score Sequest HT,# Peptides Sequest HT
FALSE,Master Protein,Q7SIG6,"Arf-GAP with SH3 domain, ANK repeat and PH domain-containing protein 2 OS=Mus musculus GN=Asap2 PE=1 SV=3",22.65135699,15,26,14,1,958,106.738,6.65,High,High,High,High,High,High,1.246,1.146,0.948,0.832,10355.3,9609.3,7747,7711.5,6762.5,8132.1,0.931,0,83.03830802,15
FALSE,Master Protein,Q60692,Proteasome subunit beta type-6 OS=Mus musculus GN=Psmb6 PE=1 SV=3,32.77310924,7,26,7,1,238,25.362,5.11,High,High,High,High,High,High,0.847,0.881,0.986,1.091,3836,8039.1,9255.5,9490.7,10501,9628.5,5.31,0,82.93350935,7
FALSE,Master Protein,O88703,Potassium/sodium hyperpolarization-activated cyclic nucleotide-gated channel 2 OS=Mus musculus GN=Hcn2 PE=1 SV=1,12.74623407,11,24,7,1,863,94.661,8.73,High,High,High,High,High,High,0.776,0.885,0.859,0.793,3765.9,3436.7,3619.1,4429.3,4088.6,5156.7,0.848,0,82.90631342,11
FALSE,Master Protein,Q8CGF7,Transcription elongation regulator 1 OS=Mus musculus GN=Tcerg1 PE=1 SV=2,10.09090909,11,25,11,1,1100,123.71,8.65,High,High,High,High,High,High,0.891,0.851,0.925,0.867,4820.7,5301.8,4744.4,5948.3,5573.9,6432,0.621,0,82.82873499,11
FALSE,Master Protein,Q80U19,Disheveled-associated activator of morphogenesis 2 OS=Mus musculus GN=Daam2 PE=1 SV=4,12.37668161,15,35,10,1,1115,128.289,6.92,High,High,High,High,High,High,1.131,1.031,0.99,0.892,7410.1,6507.1,5343.6,5752.3,5182.8,5813.3,0.719,0,82.63606155,15
FALSE,Master Protein,Q9JM13,Rab5 GDP/GTP exchange factor OS=Mus musculus GN=Rabgef1 PE=1 SV=1,22.60692464,10,27,10,1,491,56.833,6.79,High,High,High,High,High,High,1.198,1.077,1.044,1.026,2508.2,7248.2,6410.7,6052.4,5950.3,5797.5,1.543,0,82.62502491,10
FALSE,Master Protein,Q9D710,Thioredoxin-related transmembrane protein 2 OS=Mus musculus GN=Tmx2 PE=1 SV=1,31.52542373,9,26,9,1,295,33.921,8.75,High,High,High,High,High,High,0.801,0.879,0.962,0.982,9203.3,9976.1,11170.5,12452.6,12707.6,12946.1,2.981,0,82.617486,9
FALSE,Master Protein,Q99LP6,"GrpE protein homolog 1, mitochondrial OS=Mus musculus GN=Grpel1 PE=1 SV=1",48.84792627,10,29,10,1,217,24.292,8.38,High,High,High,High,High,High,1.046,0.952,0.898,1.043,8007.2,11645,12315.3,11134.5,12936.5,12398.6,9,0,82.59617448,10
FALSE,Master Protein,Q9EQZ7,Regulating synaptic membrane exocytosis protein 2 OS=Mus musculus GN=Rims2 PE=1 SV=1,14.31372549,16,35,14,1,1530,172.757,9.25,High,High,High,High,High,High,0.839,0.815,0.865,0.848,9608.8,5455.7,5197.6,6504.8,6376.1,7518.1,0.534,2,82.55103552,16
FALSE,Master Protein,Q8C7R4,Ubiquitin-like modifier-activating enzyme 6 OS=Mus musculus GN=Uba6 PE=1 SV=1,12.15574549,13,29,13,1,1053,117.891,6.11,High,High,High,High,High,High,1.303,1.356,1.115,1.113,8113.3,11456.4,11899.2,8790.4,8776.2,7886.4,0.852,0,82.46354544,13
FALSE,Master Protein,Q9ES52,"Phosphatidylinositol 3,4,5-trisphosphate 5-phosphatase 1 OS=Mus musculus GN=Inpp5d PE=1 SV=2",15.61712846,17,33,15,1,1191,133.458,7.8,High,High,High,High,High,High,3.237,2.916,1.204,1.211,7188.9,11512.7,10435.5,3556.2,3578.2,2953.9,0.708,2,82.36150575,17
FALSE,Master Protein,Q8CHG3,GRIP and coiled-coil domain-containing protein 2 OS=Mus musculus GN=Gcc2 PE=1 SV=2,8.93388922,14,28,14,1,1679,194.325,5.12,High,High,High,High,High,High,0.998,0.812,1.09,1.106,3922.5,6395.1,5281,6407.9,6503.5,5878.6,0.344,0,82.28612745,14
FALSE,Master Protein,Q3U5Q7,"UMP-CMP kinase 2, mitochondrial OS=Mus musculus GN=Cmpk2 PE=1 SV=2",26.39821029,10,25,10,1,447,50.005,7.27,High,High,High,High,High,High,1.112,0.991,1.037,1.032,7729.8,7817.8,6937.3,7032.7,6999.9,6780.2,2.162,0,82.22729242,10
FALSE,Master Protein,Q5SSH7,Zinc finger ZZ-type and EF-hand domain-containing protein 1 OS=Mus musculus GN=Zzef1 PE=1 SV=2,7.455540356,16,23,16,1,2924,328.102,6.11,High,High,High,High,High,High,1.049,1.081,1.115,1.011,9105.7,4896.2,4575.9,4665.9,4231.1,4183.9,0.286,0,82.2201488,16
FALSE,Master Protein,Q9D024,Coiled-coil domain-containing protein 47 OS=Mus musculus GN=Ccdc47 PE=1 SV=2,25.46583851,12,25,12,1,483,55.808,4.84,High,High,High,High,High,High,0.9,0.833,1.16,1.122,7276.4,8174.4,7310.7,9078.2,8779,7825,4.109,0,82.20142841,12
FALSE,Master Protein,Q9D6J5,"NADH dehydrogenase [ubiquinone] 1 beta subcomplex subunit 8, mitochondrial OS=Mus musculus GN=Ndufb8 PE=1 SV=1",31.72043011,4,33,4,1,186,21.862,6.64,High,High,High,High,High,High,0.635,0.854,0.967,0.918,2717.7,9518.7,12166.9,14995.1,14240.9,15512.3,3.87,0,82.11371112,4
FALSE,Master Protein,Q9QZM0,Ubiquilin-2 OS=Mus musculus GN=Ubqln2 PE=1 SV=2,15.36050157,7,30,4,1,638,67.308,5.22,High,High,High,High,High,High,1.296,1.111,1.14,1.148,5758.7,4472.9,3860.3,3450.8,3473.8,3026.7,6.499,0,82.11235213,7
FALSE,Master Protein,Q8BMI3,ADP-ribosylation factor-binding protein GGA3 OS=Mus musculus GN=Gga3 PE=1 SV=2,12.67409471,8,25,7,1,718,77.924,5.66,High,High,High,High,High,High,1.279,1.026,0.93,0.924,3487.7,6749.4,5378.7,5276.5,5241.2,5673.7,2.047,0,82.11113131,8
FALSE,Master Protein,P05555,Integrin alpha-M OS=Mus musculus GN=Itgam PE=1 SV=2,10.75455334,11,28,11,1,1153,127.4,7.27,High,High,High,High,High,High,2.731,2.613,1.06,1.094,8202.2,13282.2,13122.4,4864.3,5022.7,4590.8,0.81,0,82.01544714,11
FALSE,Master Protein,O35343,Importin subunit alpha-3 OS=Mus musculus GN=Kpna4 PE=1 SV=1,14.39539347,9,23,3,1,521,57.887,4.94,High,High,High,High,High,High,1.464,1.509,1.041,1.054,1347.7,1257.8,1311.8,859.1,869.4,825.1,2.008,0,82.01015782,9
FALSE,Master Protein,Q8VDQ1,Prostaglandin reductase 2 OS=Mus musculus GN=Ptgr2 PE=1 SV=2,16.23931624,5,27,5,1,351,37.991,5.41,High,High,High,High,High,High,1.285,1.106,0.886,0.945,5955.4,10815.9,9924.4,8416.4,8970.7,9496.8,3.642,0,81.88862157,5
FALSE,Master Protein,Q8K221,Arfaptin-2 OS=Mus musculus GN=Arfip2 PE=1 SV=2,30.20527859,10,25,10,1,341,37.749,5.87,High,High,High,High,High,High,1.37,1.087,0.886,0.936,34829.6,8061.7,6760.2,5883.2,6218.6,6642.8,3.806,0,81.82141471,10
FALSE,Master Protein,P56395,Cytochrome b5 OS=Mus musculus GN=Cyb5a PE=1 SV=2,49.25373134,6,20,6,1,134,15.232,5.07,High,High,High,High,High,High,1.392,1.225,0.921,0.905,5205.8,6372.9,5510.1,4579.7,4499.6,4971.1,9,0,81.77258515,6
FALSE,Master Protein,O35350,Calpain-1 catalytic subunit OS=Mus musculus GN=Capn1 PE=1 SV=1,17.39130435,12,27,12,1,713,82.054,5.87,High,High,High,High,High,High,1.22,1.221,1.104,1.056,3970.9,8056.6,7715.8,6604,6320.2,5983,1.248,0,81.64999175,12
FALSE,Master Protein,Q9D7P6,"Iron-sulfur cluster assembly enzyme ISCU, mitochondrial OS=Mus musculus GN=Iscu PE=1 SV=1",40.47619048,9,29,9,1,168,18.087,9.29,High,High,High,High,High,High,1.447,1.203,0.897,0.955,6043.7,11721.3,10370.3,8100.9,8621.4,9031.2,7.577,0,81.38546073,9
FALSE,Master Protein,Q8CIQ7,Dedicator of cytokinesis protein 3 OS=Mus musculus GN=Dock3 PE=1 SV=1,10.21213616,15,28,13,1,2027,232.76,6.99,High,High,High,High,High,High,0.973,0.889,1.11,1.08,6666.8,5729.9,5094.3,5888.6,5730.5,5304.7,0.261,0,81.3766582,15
FALSE,Master Protein,P61924,Coatomer subunit zeta-1 OS=Mus musculus GN=Copz1 PE=1 SV=1,28.81355932,6,19,6,1,177,20.185,4.81,High,High,High,High,High,High,1.225,1.072,1.019,1.027,4185.6,7602.3,6707.2,6206,6258.2,6092.3,15.681,0,81.37180638,6
FALSE,Master Protein,Q9WTS5,Teneurin-2 OS=Mus musculus GN=Tenm2 PE=1 SV=1,5.788712012,13,34,9,1,2764,306.274,6.68,High,High,High,High,High,High,1.152,1.103,1.15,1.04,6042.3,8101.6,7013.5,7031.9,6361.5,6115.1,0.343,3,81.35480297,13
FALSE,Master Protein,P07356,Annexin A2 OS=Mus musculus GN=Anxa2 PE=1 SV=2,30.67846608,10,25,10,1,339,38.652,7.69,High,High,High,High,High,High,2.005,1.658,1.178,1.273,11451.5,12737.2,11384.9,6352.3,6868,5393.7,2.594,0,81.29331541,10
FALSE,Master Protein,P12025,Midkine OS=Mus musculus GN=Mdk PE=2 SV=2,36.42857143,7,29,7,1,140,15.424,9.7,High,High,High,High,High,High,7.984,10.957,1.291,1.206,3109.3,19679.6,25229.4,2465,2302.6,1909.3,11.589,0,81.24426222,7
FALSE,Master Protein,Q7TN29,Stromal membrane-associated protein 2 OS=Mus musculus GN=Smap2 PE=1 SV=1,23.13084112,9,27,8,1,428,46.547,8.87,High,High,High,High,High,High,1.033,1.083,1.051,1.051,431.8,6730.2,7056.4,6513.4,6518.2,6200.2,7.733,0,81.20597911,9
FALSE,Master Protein,P24668,Cation-dependent mannose-6-phosphate receptor OS=Mus musculus GN=M6pr PE=1 SV=1,29.85611511,6,25,6,1,278,31.152,5.39,High,High,High,High,High,High,1.13,0.915,1.061,1.082,14945.1,10637.5,8784.3,9415.5,9601,8870.3,2.594,0,81.20480597,6
FALSE,Master Protein,Q9DD03,Ras-related protein Rab-13 OS=Mus musculus GN=Rab13 PE=1 SV=1,25.74257426,5,25,2,1,202,22.756,9.5,High,High,High,High,High,High,1.205,0.74,1.317,1.668,818.8,890.1,691.6,738.5,935.1,560.6,1.581,0,81.1936512,5
FALSE,Master Protein,Q9DCC4,Pyrroline-5-carboxylate reductase 3 OS=Mus musculus GN=Pycrl PE=1 SV=2,35.76642336,9,32,9,1,274,28.703,7.27,High,High,High,High,High,High,1.015,0.973,1.096,1.116,6016.6,8300.5,8096.9,8176.5,8322.4,7458.5,16.783,0,81.13779354,9
FALSE,Master Protein,Q61655,ATP-dependent RNA helicase DDX19A OS=Mus musculus GN=Ddx19a PE=1 SV=2,28.45188285,16,25,16,1,478,53.899,6.67,High,High,High,High,High,High,1.154,1.024,0.969,0.997,14650.9,10306.3,9401.3,8927.9,9185.2,9213.1,2.728,0,81.07091653,16
FALSE,Master Protein,P28028,Serine/threonine-protein kinase B-raf OS=Mus musculus GN=Braf PE=1 SV=3,18.03482587,13,26,10,1,804,88.724,7.65,High,High,High,High,High,High,1.199,1.033,1.027,1.043,10801.6,11891.5,10412.1,9916.6,10076.9,9657.3,1.442,3,81.05593979,13
FALSE,Master Protein,Q05BC3,Echinoderm microtubule-associated protein-like 1 OS=Mus musculus GN=Eml1 PE=1 SV=1,14.86486486,13,27,13,1,814,89.624,7.02,High,High,High,High,High,High,0.997,0.991,0.94,0.809,12428.5,9312.2,7970.7,9342.1,8041.7,9935.7,1.319,0,81.04887676,13
FALSE,Master Protein,Q69ZK9,Neuroligin-2 OS=Mus musculus GN=Nlgn2 PE=1 SV=2,13.99521531,11,21,8,1,836,90.932,6.18,High,High,High,High,High,High,0.78,0.846,0.936,0.889,2997.3,4847,4988.9,6210.5,5900.4,6635.9,1.352,3,81.00503373,11
FALSE,Master Protein,P62075,Mitochondrial import inner membrane translocase subunit Tim13 OS=Mus musculus GN=Timm13 PE=1 SV=1,42.10526316,3,28,3,1,95,10.451,8.18,High,High,High,High,High,High,1.478,1.198,0.774,0.88,2550.9,8353,7698.7,5653.1,6427.1,7304,25.827,0,80.99640477,3
FALSE,Master Protein,Q8BXK8,"Arf-GAP with GTPase, ANK repeat and PH domain-containing protein 1 OS=Mus musculus GN=Agap1 PE=1 SV=1",17.61960327,14,26,9,1,857,94.352,7.94,High,High,High,High,High,High,1.155,1.098,1.186,1.165,6095.9,4347,4061.8,3764.4,3699.8,3174.7,1.154,0,80.9869504,14
FALSE,Master Protein,P83882,60S ribosomal protein L36a OS=Mus musculus GN=Rpl36a PE=1 SV=2,31.13207547,7,32,7,1,106,12.433,10.58,High,High,High,High,High,High,0.764,0.788,0.942,0.966,10013.8,13771.2,14553.3,18035.9,18479,19138.7,26.826,0,80.86978889,7
FALSE,Master Protein,Q6VNS1,NT-3 growth factor receptor OS=Mus musculus GN=Ntrk3 PE=1 SV=1,15.03030303,11,26,7,1,825,92.701,6.67,High,High,High,High,High,High,1.038,1.168,1.159,1.107,5742.5,4843.2,5205.5,4665.1,4458.5,4026.8,0.986,0,80.85488784,11
FALSE,Master Protein,Q921E2,Ras-related protein Rab-31 OS=Mus musculus GN=Rab31 PE=1 SV=1,50,9,23,7,1,194,21.318,7.4,High,High,High,High,High,High,1.552,1.345,0.909,0.89,9892.6,10147.9,8612.4,6539.5,6402.2,7194.4,6.356,2,80.73706186,9
FALSE,Master Protein,Q8VHK5,Membrane protein MLC1 OS=Mus musculus GN=Mlc1 PE=1 SV=1,20.68062827,7,23,7,1,382,41.569,7.9,High,High,High,High,High,High,1.208,1.167,1.068,0.989,4036.4,4901.7,4386.2,4057.2,3757.8,3799.2,3.281,0,80.67762733,7
FALSE,Master Protein,Q8R0H9,ADP-ribosylation factor-binding protein GGA1 OS=Mus musculus GN=Gga1 PE=1 SV=1,20,12,25,11,1,635,69.928,5.27,High,High,High,High,High,High,1.251,0.871,0.916,1.018,5273.4,9211.2,7128.8,7360.9,8181.4,8034.6,1.929,1,80.67594075,12
FALSE,Master Protein,P97447,Four and a half LIM domains protein 1 OS=Mus musculus GN=Fhl1 PE=1 SV=3,37.14285714,9,25,9,1,280,31.867,8.37,High,High,High,High,High,High,1.46,1.32,1.174,1.322,5034.8,10412.2,10603.1,7133.4,8032.7,6076.5,4.109,0,80.67511976,9
FALSE,Master Protein,Q8BSY0,Aspartyl/asparaginyl beta-hydroxylase OS=Mus musculus GN=Asph PE=1 SV=1,18.21862348,10,21,10,1,741,82.991,5.08,High,High,High,High,High,High,2.035,1.926,1.088,1.065,2569.8,7066.7,6550.8,3472.1,3400.5,3191.7,1.322,0,80.50166368,10
FALSE,Master Protein,Q6PDC0,RUN domain-containing protein 3B OS=Mus musculus GN=Rundc3b PE=1 SV=1,11.76470588,5,23,5,1,408,45.11,5.17,High,High,High,High,High,High,3.375,3.307,1.179,1.16,13547.6,14838.4,14295.6,4396,4322.6,3728,0.978,0,80.33920717,5
FALSE,Master Protein,Q7TN99,Cytoplasmic polyadenylation element-binding protein 3 OS=Mus musculus GN=Cpeb3 PE=1 SV=1,14.66480447,8,25,4,1,716,78.285,7.42,High,High,High,High,High,High,1.111,0.973,1.072,0.994,14879.4,2623.1,2128.9,2361.8,2188.9,2202.4,1.829,3,80.32442224,8
FALSE,Master Protein,Q8R317,Ubiquilin-1 OS=Mus musculus GN=Ubqln1 PE=1 SV=1,13.91752577,7,30,4,1,582,61.937,4.94,High,High,High,High,High,High,1.313,1.19,1.065,1.062,11376.4,6263.7,5665.2,4769.8,4759,4480.1,5.661,5,80.30705118,7
FALSE,Master Protein,Q9WUC3,Lymphocyte antigen 6H OS=Mus musculus GN=Ly6h PE=1 SV=2,33.09352518,6,31,6,1,139,14.659,7.53,High,High,High,High,High,High,0.807,0.951,1.563,1.844,5041.5,13341.3,18547.9,16527.7,19501.8,10574.3,14.849,0,80.26624596,6
FALSE,Master Protein,Q8BLY2,"Probable threonine--tRNA ligase 2, cytoplasmic OS=Mus musculus GN=Tarsl2 PE=1 SV=1",19.24050633,16,28,15,1,790,91.26,7.53,High,High,High,High,High,High,0.92,0.794,1.081,1.089,5916.9,4957.7,4307.4,5388.6,5427.1,4983.4,1.154,0,80.25380015,16
FALSE,Master Protein,Q9D880,Mitochondrial import inner membrane translocase subunit TIM50 OS=Mus musculus GN=Timm50 PE=1 SV=1,26.62889518,8,28,8,1,353,39.752,8.13,High,High,High,High,High,High,0.747,0.877,0.909,0.918,6105.9,6150.9,7288.8,8231.9,8313.6,9058.4,3.467,0,80.09420431,8
FALSE,Master Protein,P70399,Tumor suppressor p53-binding protein 1 OS=Mus musculus GN=Tp53bp1 PE=1 SV=2,11.34389371,15,27,15,1,1957,211.209,4.63,High,High,High,High,High,High,0.906,0.778,1.106,1.034,4540.9,5420.3,4349.4,5980.6,5589.9,5405.9,0.571,0,80.05320752,15
FALSE,Master Protein,Q8BRF7,Sec1 family domain-containing protein 1 OS=Mus musculus GN=Scfd1 PE=1 SV=1,32.23787167,15,24,15,1,639,72.277,6.38,High,High,High,High,High,High,1.269,1.213,1.072,0.996,6028.5,7282.2,6468.5,5738.9,5334.7,5353.5,1.907,0,79.78823256,15
FALSE,Master Protein,P84084,ADP-ribosylation factor 5 OS=Mus musculus GN=Arf5 PE=1 SV=2,40.55555556,6,25,3,1,180,20.517,6.79,High,High,High,High,High,High,0.929,1.041,1.026,1.004,18871.5,7758,8507.4,8354.8,8175.6,8141.8,4.878,3,79.66490698,6
FALSE,Master Protein,Q9CRY7,Glycerophosphodiester phosphodiesterase domain-containing protein 1 OS=Mus musculus GN=Gdpd1 PE=1 SV=1,31.52866242,10,24,10,1,314,35.844,8.31,High,High,High,High,High,High,1.029,1.057,1.05,1.039,4943,8809.7,8951.7,8559.7,8471.3,8155.1,3.806,0,79.62135625,10
FALSE,Master Protein,Q61792,LIM and SH3 domain protein 1 OS=Mus musculus GN=Lasp1 PE=1 SV=1,31.9391635,9,23,8,1,263,29.975,7.05,High,High,High,High,High,High,1.39,1.259,0.85,0.853,7742,8320.4,7565.3,5986.4,6008.8,7043.4,3.281,0,79.59238195,9
FALSE,Master Protein,P97429,Annexin A4 OS=Mus musculus GN=Anxa4 PE=1 SV=4,31.97492163,9,22,8,1,319,35.893,5.57,High,High,High,High,High,High,1.987,1.82,1.208,1.053,3922.2,6657.8,5316.5,3350.3,2920.9,2773.4,1.894,0,79.56649995,9
FALSE,Master Protein,Q9Z1Q2,Protein ABHD16A OS=Mus musculus GN=Abhd16a PE=1 SV=3,15.05376344,10,28,10,1,558,63.046,8.25,High,High,High,High,High,High,1.276,1.107,0.998,0.955,21349.6,12039.9,9996.7,9434.7,9026.5,9452.1,3.217,0,79.53047705,10
FALSE,Master Protein,Q9Z2X1,Heterogeneous nuclear ribonucleoprotein F OS=Mus musculus GN=Hnrnpf PE=1 SV=3,20,7,27,5,1,415,45.701,5.49,High,High,High,High,High,High,1.216,1.065,0.782,0.804,7667.9,8166.3,7352,6715.8,6901.5,8588.9,1.873,0,79.45399332,7
FALSE,Master Protein,Q9R226,"KH domain-containing, RNA-binding, signal transduction-associated protein 3 OS=Mus musculus GN=Khdrbs3 PE=1 SV=1",19.36416185,9,29,8,1,346,38.784,8.1,High,High,High,High,High,High,0.65,0.534,0.87,0.815,5050.2,5538.4,4263.5,8520.4,7986.1,9793.7,3.489,0,79.40235734,9
FALSE,Master Protein,Q80ZW2,Protein THEM6 OS=Mus musculus GN=Them6 PE=1 SV=1,35.26570048,7,22,7,1,207,23.788,9.11,High,High,High,High,High,High,1.005,1.107,0.998,0.872,3985.4,5027.1,4838.6,5002.7,4370.1,5012.2,1.976,0,79.3865788,7
FALSE,Master Protein,Q99LB2,Dehydrogenase/reductase SDR family member 4 OS=Mus musculus GN=Dhrs4 PE=1 SV=3,30.10752688,11,27,11,1,279,29.866,9.38,High,High,High,High,High,High,1.672,1.189,0.986,1.063,17045.5,14461.5,11082.5,8647.8,9319.9,8767.4,5.31,0,79.30991697,11
FALSE,Master Protein,Q923D2,Flavin reductase (NADPH) OS=Mus musculus GN=Blvrb PE=1 SV=3,43.68932039,9,22,9,1,206,22.183,7.01,High,High,High,High,High,High,1.395,1.147,1.036,1.142,21950.9,11321.2,10253.8,8113.1,8939.4,7830.5,9,0,79.27363288,9
FALSE,Master Protein,Q69ZH9,Rho GTPase-activating protein 23 OS=Mus musculus GN=Arhgap23 PE=1 SV=2,12.5421443,16,28,15,1,1483,161.732,8.98,High,High,High,High,High,High,1.004,0.939,1.12,1.07,5735.4,5248.8,4687.5,5226.8,4990.6,4664.9,0.505,0,79.25459373,16
FALSE,Master Protein,Q8QZY1,Eukaryotic translation initiation factor 3 subunit L OS=Mus musculus GN=Eif3l PE=1 SV=1,16.31205674,9,27,9,1,564,66.57,6.44,High,High,High,High,High,High,1.013,1.01,1.005,0.987,4019.9,9378,9181.5,9260.2,9092.5,9211.9,1.239,0,79.08623767,9
FALSE,Master Protein,Q5SYD0,Unconventional myosin-Id OS=Mus musculus GN=Myo1d PE=1 SV=1,12.22664016,13,31,13,1,1006,116.007,9.41,High,High,High,High,High,High,1.081,1.003,1.233,1.165,6251.4,8486.2,7430.3,7847.8,7411.3,6363.8,0.576,0,79.01457238,13
FALSE,Master Protein,Q8VIM9,Immunity-related GTPase family Q protein OS=Mus musculus GN=Irgq PE=1 SV=1,20.06861063,10,27,10,1,583,59.287,4.83,High,High,High,High,High,High,1.211,1.008,0.984,1.03,13371.8,8492.7,7399.4,7012.1,7338.9,7124.7,2.29,0,78.98747659,10
FALSE,Master Protein,Q52KF3,Protein spire homolog 1 OS=Mus musculus GN=Spire1 PE=1 SV=1,17.22408027,11,26,10,1,598,68.407,9.01,High,High,High,High,High,High,1.333,1.341,0.971,0.866,7457,6500.9,5835.3,4878.3,4350.4,5021.9,1.047,0,78.97398412,11
FALSE,Master Protein,Q8CHP8,Glycerol-3-phosphate phosphatase OS=Mus musculus GN=Pgp PE=1 SV=1,38.94080997,12,31,12,1,321,34.519,5.35,High,High,High,High,High,High,1.171,0.95,0.846,0.823,13979.8,11975.2,9449.9,10230.6,9944.3,12089.1,6.197,0,78.86628115,12
FALSE,Master Protein,Q9QYB1,Chloride intracellular channel protein 4 OS=Mus musculus GN=Clic4 PE=1 SV=3,45.05928854,9,24,9,1,253,28.711,5.59,High,High,High,High,High,High,1.345,1.275,1.067,0.999,4340,5360.5,4758,3985.1,3732.8,3735.9,7.859,0,78.80016899,9
FALSE,Master Protein,P24288,"Branched-chain-amino-acid aminotransferase, cytosolic OS=Mus musculus GN=Bcat1 PE=1 SV=2",16.32124352,6,26,6,1,386,42.764,5.39,High,High,High,High,High,High,0.784,0.831,1.008,1.086,3872.1,8694.3,9936,11092.1,11951.8,11001.6,3.084,0,78.7541163,6
FALSE,Master Protein,Q8BJ71,Nuclear pore complex protein Nup93 OS=Mus musculus GN=Nup93 PE=1 SV=1,17.7045177,14,25,14,1,819,93.222,5.72,High,High,High,High,High,High,1.049,0.942,0.941,0.886,9463.2,7391.2,6250.8,7049.1,6636.8,7490.4,0.778,0,78.56969953,14
FALSE,Master Protein,Q99PU8,Putative ATP-dependent RNA helicase DHX30 OS=Mus musculus GN=Dhx30 PE=1 SV=1,11.99671323,16,29,16,1,1217,136.583,8.75,High,High,High,High,High,High,0.953,0.786,0.977,0.931,16235.6,8236.5,6475.3,8639.6,8239.9,8846.8,0.711,0,78.55921149,16
FALSE,Master Protein,P60867,40S ribosomal protein S20 OS=Mus musculus GN=Rps20 PE=1 SV=1,29.41176471,5,20,5,1,119,13.364,9.94,High,High,High,High,High,High,0.719,0.869,0.993,0.938,2438.2,5967.7,6815.3,8301.2,7846.3,8361.2,30.623,0,78.49386454,5
FALSE,Master Protein,Q8VH51,RNA-binding protein 39 OS=Mus musculus GN=Rbm39 PE=1 SV=2,25.47169811,13,30,13,1,530,59.37,10.1,High,High,High,High,High,High,0.847,0.766,0.931,0.881,12907.7,8505.6,7281.7,10038.1,9502.4,10783.3,3.642,0,78.48413742,13
FALSE,Master Protein,Q6PNC0,DmX-like protein 1 OS=Mus musculus GN=Dmxl1 PE=1 SV=1,5.874543644,15,26,12,1,3013,335.796,6.42,High,High,High,High,High,High,1.273,1.073,1.004,0.993,2394.1,2700.1,2252.9,2121.1,2099.2,2113.2,0.257,0,78.41807103,15
FALSE,Master Protein,O55137,Acyl-coenzyme A thioesterase 1 OS=Mus musculus GN=Acot1 PE=1 SV=1,24.34367542,10,25,3,1,419,46.107,6.58,High,High,High,High,High,High,1.19,1,1.18,1.154,2082.9,1689.9,1390.5,1420.5,1390.2,1204.2,2.831,0,78.37783337,10
FALSE,Master Protein,E9Q4P1,WD repeat and FYVE domain-containing protein 1 OS=Mus musculus GN=Wdfy1 PE=1 SV=1,23.41463415,8,24,8,1,410,46.187,7.34,High,High,High,High,High,High,1.21,1.067,1.093,1.074,5477,8212.1,7124.2,6789.2,6674.2,6213.7,1.807,0,78.37404597,8
FALSE,Master Protein,Q8CJG0,Protein argonaute-2 OS=Mus musculus GN=Ago2 PE=1 SV=3,13.8372093,11,29,7,1,860,97.242,9.19,High,High,High,High,High,High,0.939,0.823,1.004,0.982,7396.7,6692.4,5734.4,7126.2,6966.2,7097.5,0.696,5,78.32550037,11
FALSE,Master Protein,Q8BXZ1,Protein disulfide-isomerase TMX3 OS=Mus musculus GN=Tmx3 PE=1 SV=2,26.31578947,12,30,12,1,456,51.815,5.16,High,High,High,High,High,High,1.013,0.961,0.985,1.037,10097,9085.4,9068.5,8966,9440.8,9099.8,3.299,0,78.30964339,12
FALSE,Master Protein,Q62407,Striated muscle-specific serine/threonine-protein kinase OS=Mus musculus GN=Speg PE=1 SV=2,7.510729614,23,31,23,1,3262,354.124,8.21,High,High,High,High,High,High,1.198,0.998,1.158,1.102,12675.8,8363.3,6623.4,6980.7,6639.1,6025.9,0.339,0,78.21595526,23
FALSE,Master Protein,Q8VDW0,ATP-dependent RNA helicase DDX39A OS=Mus musculus GN=Ddx39a PE=1 SV=1,29.50819672,12,27,2,1,427,49.036,5.68,High,High,High,High,High,High,0.9,0.848,0.989,0.776,,814.6,602.3,904.9,709.9,914.7,2.282,0,78.17204165,12
